object_id,scene_id,object_type,current_asset_reference,asset_source,ownership_status,release_status,replacement_required,dimensions,layer,z_index,notes
scene.base.grid.cell.c6.r2.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r2.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r2.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r2.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r2.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r2.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r3.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r3.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r3.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r3.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r3.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r3.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r3.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r3.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r4.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r4.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r4.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r4.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r4.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r4.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r4.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r4.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r5.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r5.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r5.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r5.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r5.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r5.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c6.r5.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c6.r5.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cluster.highlight.1,cascade_sequence,cluster_highlight,placeholder://v0_3/scene.base.grid.cluster.highlight.1,placeholder,placeholder,pending_replacement,true,0.66x0.62,win_highlights,100,Stable cluster highlight object for v0.3 cascade win groups. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cluster.highlight.2,cascade_sequence,cluster_highlight,placeholder://v0_3/scene.base.grid.cluster.highlight.2,placeholder,placeholder,pending_replacement,true,0.66x0.62,win_highlights,100,Stable cluster highlight object for v0.3 cascade win groups. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cluster.highlight.3,cascade_sequence,cluster_highlight,placeholder://v0_3/scene.base.grid.cluster.highlight.3,placeholder,placeholder,pending_replacement,true,0.66x0.62,win_highlights,100,Stable cluster highlight object for v0.3 cascade win groups. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cluster.highlight.4,cascade_sequence,cluster_highlight,placeholder://v0_3/scene.base.grid.cluster.highlight.4,placeholder,placeholder,pending_replacement,true,0.66x0.62,win_highlights,100,Stable cluster highlight object for v0.3 cascade win groups. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cluster.highlight.5,cascade_sequence,cluster_highlight,placeholder://v0_3/scene.base.grid.cluster.highlight.5,placeholder,placeholder,pending_replacement,true,0.66x0.62,win_highlights,100,Stable cluster highlight object for v0.3 cascade win groups. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cluster.highlight.6,cascade_sequence,cluster_highlight,placeholder://v0_3/scene.base.grid.cluster.highlight.6,placeholder,placeholder,pending_replacement,true,0.66x0.62,win_highlights,100,Stable cluster highlight object for v0.3 cascade win groups. Client renderer-only v0.3 state; final asset replacement required.
scene.base.cascade.step_counter,cascade_sequence,counter,placeholder://v0_3/scene.base.cascade.step_counter,placeholder,placeholder,pending_replacement,true,0.1x0.08,ui_overlays,105,Displays current cascade step index. Client renderer-only v0.3 state; final asset replacement required.
scene.base.total_cascade_win_display,cascade_sequence,counter,placeholder://v0_3/scene.base.total_cascade_win_display,placeholder,placeholder,pending_replacement,true,0.1x0.08,ui_overlays,106,Displays total cascade win for current round. Client renderer-only v0.3 state; final asset replacement required.
scene.base.rainbow.activation,rainbow_activation_scene,effect_anchor,placeholder://v0_3/scene.base.rainbow.activation,placeholder,placeholder,pending_replacement,true,0.1x0.08,rainbow_activation,120,Rainbow activation event anchor and effect state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.coin_reveal.bronze,coin_reveal_scene,coin_reveal,placeholder://v0_3/scene.base.coin_reveal.bronze,placeholder,placeholder,pending_replacement,true,0.1x0.08,coin_reveals,130,Bronze coin reveal state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.coin_reveal.silver,coin_reveal_scene,coin_reveal,placeholder://v0_3/scene.base.coin_reveal.silver,placeholder,placeholder,pending_replacement,true,0.1x0.08,coin_reveals,131,Silver coin reveal state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.coin_reveal.gold,coin_reveal_scene,coin_reveal,placeholder://v0_3/scene.base.coin_reveal.gold,placeholder,placeholder,pending_replacement,true,0.1x0.08,coin_reveals,132,Gold coin reveal state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.special_reveal.pot_of_gold,coin_reveal_scene,special_reveal,placeholder://v0_3/scene.base.special_reveal.pot_of_gold,placeholder,placeholder,pending_replacement,true,0.1x0.08,special_reveals,135,Pot-of-gold optional reveal candidate; evidence remains provisional. Client renderer-only v0.3 state; final asset replacement required.
scene.base.special_reveal.four_leaf_clover,coin_reveal_scene,special_reveal,placeholder://v0_3/scene.base.special_reveal.four_leaf_clover,placeholder,placeholder,pending_replacement,true,0.1x0.08,special_reveals,136,Four-leaf-clover optional reveal candidate; evidence remains provisional. Client renderer-only v0.3 state; final asset replacement required.
scene.feature.mode_1.panel,feature_mode_selection,panel,placeholder://v0_3/scene.feature.mode_1.panel,placeholder,placeholder,pending_replacement,true,0.1x0.08,feature_modes,210,Feature mode 1 selection/active panel. Client renderer-only v0.3 state; final asset replacement required.
scene.feature.mode_2.panel,feature_mode_selection,panel,placeholder://v0_3/scene.feature.mode_2.panel,placeholder,placeholder,pending_replacement,true,0.1x0.08,feature_modes,211,Feature mode 2 selection/active panel. Client renderer-only v0.3 state; final asset replacement required.
scene.feature.mode_3.panel,feature_mode_selection,panel,placeholder://v0_3/scene.feature.mode_3.panel,placeholder,placeholder,pending_replacement,true,0.1x0.08,feature_modes,212,Feature mode 3 selection/active panel. Client renderer-only v0.3 state; final asset replacement required.
scene.bonus_buy.mode_selection,bonus_buy_panel,panel,placeholder://v0_3/scene.bonus_buy.mode_selection,placeholder,placeholder,pending_replacement,true,0.1x0.08,bonus_buy,215,Bonus-buy mode selection/purchased feature state. Client renderer-only v0.3 state; final asset replacement required.
scene.max_win.cap_overlay,max_win_cap_scene,overlay,placeholder://v0_3/scene.max_win.cap_overlay,placeholder,placeholder,pending_replacement,true,0.1x0.08,max_win_cap,260,Max-win cap overlay and round stop signal. Client renderer-only v0.3 state; final asset replacement required.
scene.max_win.pre_cap_amount,max_win_cap_scene,counter,placeholder://v0_3/scene.max_win.pre_cap_amount,placeholder,placeholder,pending_replacement,true,0.1x0.08,max_win_cap,261,Pre-cap amount display. Client renderer-only v0.3 state; final asset replacement required.
scene.max_win.capped_amount,max_win_cap_scene,counter,placeholder://v0_3/scene.max_win.capped_amount,placeholder,placeholder,pending_replacement,true,0.1x0.08,max_win_cap,262,Capped win amount display. Client renderer-only v0.3 state; final asset replacement required.
scene.win_tier.big,big_win_scene,effect_anchor,placeholder://v0_3/scene.win_tier.big,placeholder,placeholder,pending_replacement,true,0.1x0.08,win_tiers,250,Big win tier effect anchor. Client renderer-only v0.3 state; final asset replacement required.
scene.win_tier.huge,big_win_scene,effect_anchor,placeholder://v0_3/scene.win_tier.huge,placeholder,placeholder,pending_replacement,true,0.1x0.08,win_tiers,251,Huge win tier effect anchor. Client renderer-only v0.3 state; final asset replacement required.
scene.win_tier.mega,big_win_scene,effect_anchor,placeholder://v0_3/scene.win_tier.mega,placeholder,placeholder,pending_replacement,true,0.1x0.08,win_tiers,252,Mega win tier effect anchor. Client renderer-only v0.3 state; final asset replacement required.
scene.round_completion.ready,round_completion_state,state_marker,placeholder://v0_3/scene.round_completion.ready,placeholder,placeholder,pending_replacement,true,0.1x0.08,round_state,300,Round completion ready state marker. Client renderer-only v0.3 state; final asset replacement required.
scene.reconnect.restore_state,state_recovery_reconnect_scene,state_marker,placeholder://v0_3/scene.reconnect.restore_state,placeholder,placeholder,pending_replacement,true,0.1x0.08,reconnect,305,Reconnect/restore persisted runtime state marker. Client renderer-only v0.3 state; final asset replacement required.
scene.developer.runtime_result_owner_marker,round_completion_state,developer_marker,placeholder://v0_3/scene.developer.runtime_result_owner_marker,placeholder,placeholder,pending_replacement,true,0.1x0.08,developer_notes,10,Developer-only marker: current GS result owner is unproven. Client renderer-only v0.3 state; final asset replacement required.
scene.developer.registration_metadata_boundary,round_completion_state,developer_marker,placeholder://v0_3/scene.developer.registration_metadata_boundary,placeholder,placeholder,pending_replacement,true,0.1x0.08,developer_notes,11,Developer-only marker: registration metadata is not result animation schema. Client renderer-only v0.3 state; final asset replacement required.
